,r,p-val
LH_DorsAttn_PrCv_1,0.23834422842480327,0.3569251590792073
LH_DorsAttn_PrCv_2,0.454180093654199,0.0670398790799663
LH_DorsAttn_PrCv_3,0.26600756520300456,0.30208106170256366
LH_DorsAttn_PrCv_4,0.5631848620901926,0.018572202314555218
LH_SalVentAttn_ParOper_1,0.2998427434139692,0.2422968654214127
LH_SalVentAttn_ParOper_2,0.12796808775078009,0.6245178965502021
LH_SalVentAttn_ParOper_3,0.27575643587470844,0.28402704682626834
LH_SalVentAttn_ParOper_4,0.17446147151743047,0.5030505145743942
LH_SalVentAttn_ParOper_5,0.2704788517516804,0.2937176199368585
LH_SalVentAttn_ParOper_6,0.2518287224037907,0.32952818430376485
LH_SalVentAttn_ParOper_7,0.10878486909753383,0.677699685933207
LH_SalVentAttn_ParOper_8,0.22527954227378316,0.3846528475959121
LH_SalVentAttn_ParOper_9,-0.054076579135342855,0.8366892028803117
LH_SalVentAttn_TempOcc_1,0.25292821909608815,0.32734967366712553
LH_SalVentAttn_TempOcc_2,0.4102601985091565,0.10191355125268267
LH_SalVentAttn_FrOperIns_1,0.24649782935022738,0.3402094189803615
LH_SalVentAttn_FrOperIns_2,0.4467221742722644,0.072230403415245
LH_SalVentAttn_FrOperIns_3,0.34488612427005005,0.17518675378172813
LH_SalVentAttn_FrOperIns_4,0.49072736370616415,0.04549001031252043
LH_SalVentAttn_FrOperIns_5,0.36205426534905,0.1532706494223728
LH_SalVentAttn_FrOperIns_6,0.49149501230587717,0.04510205673824242
LH_SalVentAttn_FrOperIns_7,0.3150277922770435,0.21809206302337217
LH_SalVentAttn_FrOperIns_8,0.5234830360737815,0.031041352391221643
LH_SalVentAttn_FrOperIns_9,0.5244772476282709,0.030666240299537614
LH_SalVentAttn_FrOperIns_10,0.2600063123479562,0.31352676353010006
LH_SalVentAttn_FrOperIns_11,0.5116897679160368,0.03576466195828867
LH_SalVentAttn_FrOperIns_12,0.47235310807379555,0.05554745568104458
LH_SalVentAttn_FrOperIns_13,0.31392163196842887,0.21980055549810454
LH_SalVentAttn_FrOperIns_14,0.5267042282013977,0.02983864658187996
LH_SalVentAttn_FrOperIns_15,0.43290183403090216,0.08261811957123506
LH_SalVentAttn_FrOperIns_16,0.12460829240377236,0.6337155846068301
LH_SalVentAttn_FrOperIns_17,0.28112731062617297,0.27436682136993285
LH_SalVentAttn_FrOperIns_18,0.31769590425035127,0.21400635329774292
LH_SalVentAttn_FrOperIns_19,-0.005850655126285249,0.9822202736265964
LH_SalVentAttn_FrOperIns_20,0.12719111008822354,0.6266403386141477
LH_SalVentAttn_FrOperIns_21,-0.2918224148148841,0.2557371110009076
LH_SalVentAttn_FrOperIns_22,-0.0009728879822750759,0.9970432491441215
LH_SalVentAttn_FrOperIns_23,-0.16646379921382212,0.5231166522633512
LH_SalVentAttn_PFCl_1,0.09230574594570706,0.7245752511915968
LH_SalVentAttn_PFCl_2,-0.11810860104821547,0.6516526904343769
LH_SalVentAttn_Med_1,0.27902160787001556,0.27812994135116226
LH_SalVentAttn_Med_2,0.4272484219475986,0.08716511213182829
LH_SalVentAttn_Med_3,0.22205835014616693,0.3916656106347617
LH_SalVentAttn_Med_4,0.5590454236341009,0.01964947099251519
LH_SalVentAttn_Med_5,0.15424006144200253,0.5544781542030834
LH_SalVentAttn_Med_6,0.2520459562957232,0.32909709815462795
LH_SalVentAttn_Med_7,0.4149873679244037,0.0976429346950701
LH_SalVentAttn_Med_8,0.5163023231306325,0.033856198020683924
LH_SalVentAttn_Med_9,0.4795578100356856,0.05142388617927208
LH_SalVentAttn_Med_10,0.307317988198328,0.230178690875818
LH_SalVentAttn_Med_11,0.5074423788756105,0.03759361821237594
LH_SalVentAttn_Med_12,-0.09384504131492355,0.720154330661817
LH_SalVentAttn_Med_13,0.005596104982977997,0.9829937261163371
LH_SalVentAttn_Med_14,0.2868406952563287,0.26431415774181505
LH_SalVentAttn_Med_15,-0.29665220392141145,0.24758907047737325
LH_SalVentAttn_Med_16,-0.08151335295876869,0.7557959105760392
LH_SalVentAttn_Med_17,0.20529402421597612,0.4292652555207076
LH_SalVentAttn_Med_18,-0.3953696814872921,0.11623356694584508
LH_SalVentAttn_Med_19,0.13640822417783421,0.6016447609888502
LH_Limbic_OFC_1,0.08528362707090156,0.7448457682445331
LH_Limbic_OFC_2,0.2470802294163288,0.3390329333313613
LH_Limbic_OFC_3,0.005048355721724283,0.9846581140156176
LH_Limbic_OFC_4,-0.03217860319456982,0.9024232828230161
LH_Limbic_OFC_5,0.2055965523967656,0.4285705797849244
LH_Limbic_OFC_6,0.20346952606839352,0.4334671352796343
LH_Limbic_OFC_7,0.2900352329186767,0.2587939347224401
LH_Limbic_OFC_8,0.07095152109639663,0.786699892571822
LH_Limbic_OFC_9,0.38409350995574254,0.12797944462423338
LH_Limbic_OFC_10,0.10219855072985674,0.6963117933697214
LH_Limbic_OFC_11,0.40988303782561697,0.10225992283215034
LH_Limbic_OFC_12,0.40592085156355645,0.1059494630599219
LH_Limbic_OFC_13,0.20456102642111082,0.43095081882882746
LH_Limbic_OFC_14,0.28979134456147615,0.25921283554718877
LH_Limbic_TempPole_1,0.07194306720435972,0.7837850278916668
LH_Limbic_TempPole_2,0.5400421226214117,0.025235535337276484
LH_Limbic_TempPole_3,0.24849824696857684,0.33617824101173654
LH_Limbic_TempPole_4,0.05817337044700678,0.8244912612334712
LH_Limbic_TempPole_5,0.41113046680015125,0.10111751760858263
LH_Limbic_TempPole_6,0.16839624794573851,0.5182346770365647
LH_Limbic_TempPole_7,0.39265359147650164,0.11899064133692296
LH_Limbic_TempPole_8,0.34425974433625656,0.17602389255300044
LH_Limbic_TempPole_9,0.2962657141750285,0.2482350282500277
LH_Limbic_TempPole_10,0.35369675776432624,0.16369276520005263
LH_Limbic_TempPole_11,0.6336885881700903,0.006308220455908767
LH_Limbic_TempPole_12,0.017898473427337334,0.9456415100323984
LH_Limbic_TempPole_13,0.18680515438295547,0.472814056363269
LH_Limbic_TempPole_14,0.33251045604620383,0.1922230057049676
LH_Limbic_TempPole_15,0.4828523019427881,0.04961662922799808
LH_Cont_Par_1,0.3948392576284622,0.11676842938611905
LH_Cont_Par_2,0.46203116639883396,0.06187820458818516
LH_Cont_Par_3,0.2836754775057763,0.26985484555798767
LH_Cont_Par_4,0.4961928618093295,0.0427819805493432
LH_Cont_Par_5,0.31025397754757794,0.22552673880058627
LH_Cont_Par_6,0.28749106420886367,0.26318446049292693
LH_Cont_Par_7,0.2652785655779299,0.30345795394606806
LH_Cont_Par_8,0.42693656470396524,0.0874210866792171
LH_Cont_Par_9,0.30300529571799567,0.23712196744720743
LH_Cont_Par_10,0.32874551282712483,0.19761463289636533
LH_Cont_Par_11,0.30046379245470917,0.241275073703292
LH_Cont_Par_12,0.4836026251400769,0.04921177539419897
LH_Cont_Par_13,0.4146315308130783,0.09795987190950393
LH_Cont_Par_14,0.20027232295951897,0.44088148252282555
LH_Cont_Par_15,0.22801828858005116,0.37874493320373315
LH_Cont_Temp_1,-0.01809038557726632,0.9450594858371881
LH_Cont_Temp_2,0.17796520097688442,0.4943761637439441
LH_Cont_Temp_3,0.14340901948042556,0.5829342306287586
LH_Cont_Temp_4,-0.01795578052766371,0.9454677084055632
LH_Cont_PFCd_1,-0.24200388650607313,0.3493660407941055
LH_Cont_PFCl_1,0.18067729281788447,0.4877113107505955
LH_Cont_PFCl_2,-0.12867842925016765,0.6225799206903335
LH_Cont_PFCl_3,0.31569015573894854,0.21707312902469203
LH_Cont_PFCl_4,0.15982950280866293,0.5400360590179416
LH_Cont_PFCl_5,0.1584941140987458,0.543471064083888
LH_Cont_PFCl_6,0.10005686444558785,0.70240000333029
LH_Cont_PFCl_7,0.003001292789155899,0.9908787854387495
LH_Cont_PFCl_8,0.2228553186576753,0.38992411998554344
LH_Cont_PFCl_9,0.17851828113119197,0.49301346158894366
LH_Cont_PFCl_10,-0.03082855452875518,0.9064998886255121
LH_Cont_PFCl_11,0.04856576844122245,0.8531524820704073
LH_Cont_PFCl_12,0.13089741348371337,0.616541139869095
LH_Cont_PFCl_13,0.2454982869026842,0.3422340125175418
LH_Cont_PFCl_14,0.3328223132898369,0.19178079676140708
LH_Cont_PFCl_15,0.26495737927145313,0.304065775415552
LH_Cont_PFCl_16,0.13842863264513477,0.5962200822302427
LH_Cont_PFCl_17,0.04679457922417572,0.8584563427237442
LH_Cont_PFCl_18,0.1965300360359184,0.4496418719798301
LH_Cont_PFCl_19,0.09016139421491158,0.7307476328804463
LH_Cont_PFCl_20,0.17292617431800406,0.5068740725836303
LH_Cont_OFC_1,0.11135036137956132,0.6704966758049851
LH_Cont_PFCv_1,0.4051412084544729,0.10668643577816518
LH_Cont_PFCv_2,0.389032582369869,0.12273720845501548
LH_Cont_pCun_1,0.26839313984447377,0.2976014119493818
LH_Cont_pCun_2,0.20149309746878463,0.438042842547394
LH_Cont_pCun_3,0.32356255205579815,0.20519757637524544
LH_Cont_pCun_4,-0.04001501598330774,0.878808974331813
LH_Cont_Cing_1,0.1291275569899306,0.6213558032871815
LH_Cont_Cing_2,-0.03645264670026331,0.8895330322513633
LH_Cont_Cing_3,-0.20718649124999006,0.4249293538522093
LH_Cont_Cing_4,0.34733433690489934,0.17194032183774605
LH_Cont_Cing_5,-0.0569619250005842,0.8280944377761108
LH_Cont_Cing_6,0.18932933224381768,0.4667436346702879
LH_Cont_Cing_7,-0.07681017256226316,0.7695171662183494
LH_Cont_Cing_8,-0.020541263658641486,0.9376289581916002
LH_Cont_PFCmp_1,0.14530948285402137,0.5778973505778352
LH_Cont_PFCmp_2,0.0769767629701866,0.7690300165032122
LH_Default_Par_1,0.1405170099988675,0.5906340093734813
LH_Default_Par_2,0.4075507721146829,0.10442043835333772
LH_Default_Par_3,0.25782730981231233,0.31774495445309164
LH_Default_Par_4,0.058146715981738505,0.8245705036676992
LH_Default_Par_5,0.17111100523326603,0.5114122074667236
LH_Default_Par_6,0.10208660197573201,0.6966296019142186
LH_Default_Par_7,0.24552760681447866,0.34217452639110124
LH_Default_Par_8,0.5894395103789903,0.012771025748821104
LH_Default_Par_9,0.05283981194691678,0.8403786524243428
LH_Default_Par_10,0.07231089882505595,0.78270439587612
LH_Default_Par_11,0.25674380579917594,0.31985477693202247
LH_Default_Par_12,0.6429843329322413,0.005366627978299524
LH_Default_Par_13,0.39486058120067674,0.11674689405786706
LH_Default_Par_14,0.30489376458222023,0.23406548041101244
LH_Default_Par_15,0.18324545054643882,0.4814404869951868
LH_Default_Par_16,0.3652048231437053,0.14946188840303154
LH_Default_Par_17,0.23487514977019708,0.3641750464921293
LH_Default_Par_18,0.37065033039791995,0.14303217507071314
LH_Default_Par_19,0.19502405874828668,0.45319200227453815
LH_Default_Temp_1,0.2190197411056368,0.3983440637842144
LH_Default_Temp_2,0.4094365755323815,0.10267102142797203
LH_Default_Temp_3,0.17332332585049454,0.5058836826053337
LH_Default_Temp_4,0.29968681479215237,0.24255383710878428
LH_Default_Temp_5,0.4916775953929617,0.04501015156896078
LH_Default_Temp_6,0.24159740591074003,0.3502011090646092
LH_Default_Temp_7,0.4469753916923088,0.07204948532418062
LH_Default_Temp_8,-0.050746103700130024,0.8466316069710376
LH_Default_Temp_9,0.2645069188084266,0.30491945782748053
LH_Default_Temp_10,0.43337628351266955,0.08224451301487029
LH_Default_Temp_11,0.2555936656228687,0.32210330926976904
LH_Default_Temp_12,0.026441229545672656,0.9197626049173558
LH_Default_Temp_13,0.23603728445587335,0.36173722271150277
LH_Default_Temp_14,0.20680266695013375,0.4258068896120899
LH_Default_Temp_15,0.03480406802344938,0.8945021147093749
LH_Default_Temp_16,0.18888153722731846,0.46781770546945467
LH_Default_Temp_17,0.23937042533761424,0.35479627864532204
LH_Default_Temp_18,0.09577082643052308,0.7146351933089614
LH_Default_Temp_19,0.3828580754905795,0.12931469869283715
LH_Default_Temp_20,0.39928122426534357,0.11234241546730159
LH_Default_Temp_21,0.40245577107874075,0.10925272799211826
LH_Default_Temp_22,0.3983816360625546,0.11322905582528008
LH_Default_PFC_1,0.5015557402212142,0.040245089419854364
LH_Default_PFC_2,0.4459718510749756,0.07276844695592628
LH_Default_PFC_3,0.2423384000451851,0.3486796709287753
LH_Default_PFC_4,-0.01705219415508449,0.9482083813979774
LH_Default_PFC_5,0.23044784308921304,0.3735461540464593
LH_Default_PFC_6,0.30156062370048015,0.23947713913304222
LH_Default_PFC_7,0.33018352122832334,0.19554375381989275
LH_Default_PFC_8,0.044002523987372776,0.866828760339423
LH_Default_PFC_9,0.1110824840036196,0.6712475275171007
LH_Default_PFC_10,0.3059732704255665,0.23232958483185062
LH_Default_PFC_11,0.002874684079133806,0.9912635472817832
LH_Default_PFC_12,-0.07390083767828036,0.7780377461057164
LH_Default_PFC_13,0.008678693891200469,0.9736284119564552
LH_Default_PFC_14,0.23440469845822,0.365164526970982
LH_Default_PFC_15,0.17841832688643772,0.49325959950505815
LH_Default_PFC_16,-0.056286234306045325,0.8301055439751482
LH_Default_PFC_17,0.23231898655101346,0.3695693941151621
LH_Default_PFC_18,0.21477501751173764,0.4077753794634895
LH_Default_PFC_19,-0.1230450080158145,0.6380126421412293
LH_Default_PFC_20,0.11393584451053941,0.6632648911532357
LH_Default_PFC_21,0.3755947337050997,0.1373610454138819
LH_Default_PFC_22,0.016015335456166707,0.9513539583497461
LH_Default_PFC_23,-0.035270521165636615,0.8930957654676405
LH_Default_PFC_24,-0.1716654181108366,0.5100240978555723
LH_Default_PFC_25,0.07565869966269345,0.7728865652942123
LH_Default_PFC_26,-0.05546527677579634,0.8325503596031579
LH_Default_PFC_27,0.14209095617293244,0.5864382818502138
LH_Default_PFC_28,0.12023696009985083,0.6457585850495422
LH_Default_PFC_29,-0.008709346526258639,0.9735352996216678
LH_Default_PFC_30,-0.2740039047833492,0.28722323909898806
LH_Default_PFC_31,0.012947406503841264,0.9606651189139296
LH_Default_PFC_32,0.30200841871697925,0.238745549088544
LH_Default_PFC_33,-0.036628566171031225,0.8890030089446351
LH_Default_PFC_34,0.20642417354333062,0.4266731642363476
LH_Default_PFC_35,0.39651982166359817,0.11507972654019456
LH_Default_PFC_36,0.3402535782065038,0.1814411799289124
LH_Default_PFC_37,0.3936104867796164,0.11801412469526246
LH_Default_PFC_38,-0.015190379756127878,0.9538571605465478
LH_Default_PFC_39,0.19071536443774384,0.4634269145566582
LH_Default_PFC_40,0.08707080896710809,0.7396711513411647
LH_Default_PFC_41,-0.10444152398214364,0.6899543993107338
