,r,p-val
LH_SalVentAttn_Med_17,-0.2350434688219891,0.16761399449232411
LH_SalVentAttn_Med_18,-0.2644738305041758,0.11905741529121172
LH_SalVentAttn_Med_19,-0.22173637326869083,0.19369873264296184
LH_Limbic_OFC_1,0.019981375328181474,0.9079152056632478
LH_Limbic_OFC_2,0.0064427576315122664,0.9702516902735965
LH_Limbic_OFC_3,-0.06215515355588251,0.7187588547242807
LH_Limbic_OFC_4,-0.06952595728860925,0.6870057629020399
LH_Limbic_OFC_5,0.09030974102913385,0.6004122636767302
LH_Limbic_OFC_6,0.04219646775366556,0.806957899376416
LH_Limbic_OFC_7,-0.014972061866424585,0.9309363939415949
LH_Limbic_OFC_8,0.02511401303694555,0.884403799391539
LH_Limbic_OFC_9,-0.05798926761027178,0.7369166894623257
LH_Limbic_OFC_10,-0.04139583891198571,0.810553472033327
LH_Limbic_OFC_11,-0.23054329052716804,0.17613650285503182
LH_Limbic_OFC_12,-0.2898630541442901,0.08637571712063745
LH_Limbic_OFC_13,0.09422417363993829,0.5846455978792207
LH_Limbic_OFC_14,-0.21031588955470523,0.21825261417797873
LH_Limbic_TempPole_1,0.3282503508919197,0.05063816356888347
LH_Limbic_TempPole_2,0.29786231325696544,0.07766510985399769
LH_Limbic_TempPole_3,0.27147982225080614,0.10923597808826109
LH_Limbic_TempPole_4,0.136892939447798,0.4259570698325278
LH_Limbic_TempPole_5,0.3917816464421812,0.018124193569044038
LH_Limbic_TempPole_6,0.07909426385562753,0.6465667798534704
LH_Limbic_TempPole_7,0.3214744576321287,0.05589274073139995
LH_Limbic_TempPole_8,0.24556802768524352,0.1488455122622619
LH_Limbic_TempPole_9,0.16077682426333575,0.34889756284977336
LH_Limbic_TempPole_10,0.13523206614719804,0.43164527468725067
LH_Limbic_TempPole_11,0.1892970245294813,0.268842245299617
LH_Limbic_TempPole_12,-0.05339067905773865,0.757124349171755
LH_Limbic_TempPole_13,-0.18697246034978754,0.27487371210528155
LH_Limbic_TempPole_14,-0.044604404818962336,0.7961677445649183
LH_Limbic_TempPole_15,-0.07297645582733957,0.6723166352931301
LH_Cont_Par_1,0.11053491753826711,0.5210193383980976
LH_Cont_Par_2,0.03183927751134912,0.8537465418307079
LH_Cont_Par_3,0.1589728734813604,0.35440301247509265
LH_Cont_Par_4,-0.0644359402972451,0.7088807429249111
LH_Cont_Par_5,0.0078483515203779,0.9637654870291543
LH_Cont_Par_6,0.12246533722598724,0.4767464775885897
LH_Cont_Par_7,0.30583220945368655,0.06968170414767476
LH_Cont_Par_8,0.025376944602533542,0.8832018137971706
LH_Cont_Par_9,0.11628782460192613,0.49942165755383583
LH_Cont_Par_10,-0.0970019054891892,0.5735702482168268
LH_Cont_Par_11,0.06870326177069701,0.6905250369862108
LH_Cont_Par_12,-0.05234954124083545,0.7617220817723891
LH_Cont_Par_13,0.01011739309535882,0.9532998567281907
LH_Cont_Par_14,-0.3185449284052491,0.058294753788096294
LH_Cont_Par_15,-0.10863540381164093,0.5282499693674577
LH_Cont_Temp_1,0.25677256049916664,0.13060019858904506
LH_Cont_Temp_2,-0.006933296285011219,0.9679878336783823
LH_Cont_Temp_3,-0.10314364874290644,0.5494254355335165
LH_Cont_Temp_4,-0.15712336569038957,0.360101562487259
LH_Cont_PFCd_1,-0.08626050594054065,0.6169121159863282
LH_Cont_PFCl_1,0.013282982370802407,0.9387122475439552
LH_Cont_PFCl_2,0.16358979161173137,0.3404169212018593
LH_Cont_PFCl_3,-0.025553833926523085,0.8823933126540955
LH_Cont_PFCl_4,0.10475318142985303,0.5431781104997075
LH_Cont_PFCl_5,0.07722019798949487,0.6544135887147775
LH_Cont_PFCl_6,-0.026480189435606045,0.8781611849009923
LH_Cont_PFCl_7,-0.0736463752037575,0.6694783114588969
LH_Cont_PFCl_8,-0.08256149035859908,0.6321483708946828
LH_Cont_PFCl_9,0.1543654760540407,0.3687002920910828
LH_Cont_PFCl_10,-0.049888395012688845,0.772622396339181
LH_Cont_PFCl_11,-0.06743718622187952,0.6959534563583698
LH_Cont_PFCl_12,0.022235201573986174,0.8975802787471232
LH_Cont_PFCl_13,-0.05975397885910877,0.7292070597056477
LH_Cont_PFCl_14,0.08795314457749014,0.6099918223920109
LH_Cont_PFCl_15,-0.0123248615253693,0.9431255849387451
LH_Cont_PFCl_16,-0.03275166339072024,0.8496026018610152
LH_Cont_PFCl_17,-0.08751145513871492,0.6117944779020428
LH_Cont_PFCl_18,0.09707629154293917,0.5732749675701392
LH_Cont_PFCl_19,-0.20336550939132086,0.23419932287725392
LH_Cont_PFCl_20,-0.12917156029428717,0.4527542313749233
LH_Cont_OFC_1,-0.054489563942684845,0.7522804934681466
LH_Cont_PFCv_1,-0.005678254074309305,0.9737803565067342
LH_Cont_PFCv_2,-0.07468350898666662,0.6650930607116475
LH_Cont_pCun_1,-0.09563128016386847,0.5790233214043701
LH_Cont_pCun_2,-0.10956033566419295,0.5247230628367796
LH_Cont_pCun_3,-0.3880618098834721,0.01935182020266968
LH_Cont_pCun_4,-0.3120364156377063,0.06392437404302395
LH_Cont_Cing_1,-0.253763128549479,0.13532911288115593
LH_Cont_Cing_2,-0.32642308773424744,0.05201459520304346
LH_Cont_Cing_3,-0.2759371128926275,0.10331393396822777
LH_Cont_Cing_4,-0.23170686280574626,0.1739039252415116
LH_Cont_Cing_5,-0.2553085966925257,0.1328850877494105
LH_Cont_Cing_6,-0.2022482949285368,0.2368342855485452
LH_Cont_Cing_7,-0.1344609781785389,0.43430033892598663
LH_Cont_Cing_8,-0.15675054563630658,0.3612568812412794
LH_Cont_PFCmp_1,-0.1537224281946476,0.3707226231526842
LH_Cont_PFCmp_2,-0.15901469339196117,0.35427479278027485
LH_Default_Par_1,-0.04292715946825536,0.8036798048975213
LH_Default_Par_2,-0.016005458550940026,0.9261821016302773
LH_Default_Par_3,-0.14086316159891504,0.4125304174413943
LH_Default_Par_4,-0.19193817433027932,0.26209545679337337
LH_Default_Par_5,-0.009790396985871074,0.9548076460014944
LH_Default_Par_6,-0.08132184143413958,0.6372884595088981
LH_Default_Par_7,0.1441020691857104,0.40175675441182856
LH_Default_Par_8,-0.13065981524049064,0.4475196570793444
LH_Default_Par_9,0.14704458927843658,0.3921103086845128
LH_Default_Par_10,-0.17166610613415287,0.3167769880071986
LH_Default_Par_11,-0.05622873835249507,0.744633332841178
LH_Default_Par_12,0.14092962856321078,0.41230769679949464
LH_Default_Par_13,0.01677058495787524,0.9226636381648626
LH_Default_Par_14,0.03674795625206302,0.8315000816860936
LH_Default_Par_15,-0.02755246973912672,0.8732665452592041
LH_Default_Par_16,0.09752127318744254,0.5715100214126635
LH_Default_Par_17,0.19017577652330553,0.26658496096042195
LH_Default_Par_18,0.009294608598913887,0.9570940347383696
LH_Default_Par_19,-0.0068688758269786505,0.9682851231327387
LH_Default_Temp_1,0.10629571328130435,0.537222736052612
LH_Default_Temp_2,-0.09184061669273737,0.5942242998979466
LH_Default_Temp_3,0.04085057846057314,0.8130043937067977
LH_Default_Temp_4,-0.07293552570207026,0.6724901937908617
LH_Default_Temp_5,-0.005691333918689238,0.97371998046313
LH_Default_Temp_6,0.05781914065480502,0.7376612881964142
LH_Default_Temp_7,0.03839735132188069,0.8240528757632032
LH_Default_Temp_8,-0.1250625316313873,0.4673767187273503
LH_Default_Temp_9,0.04722259815819632,0.7844775716323851
LH_Default_Temp_10,0.21743648565208976,0.20270506408132105
LH_Default_Temp_11,0.13258184053601418,0.440808305317268
LH_Default_Temp_12,0.09921702607305428,0.5648068327263385
LH_Default_Temp_13,-0.2432400823212885,0.152858603408674
LH_Default_Temp_14,-0.07656362539305649,0.6571713960743081
LH_Default_Temp_15,-0.2098216138028123,0.2193613943294727
LH_Default_Temp_16,-0.08871898281269108,0.6068715812929533
LH_Default_Temp_17,-0.05414032319989814,0.7538189374736401
LH_Default_Temp_18,-0.1812521194292771,0.2900890661261389
LH_Default_Temp_19,-0.00870557070916935,0.9598108917973607
LH_Default_Temp_20,-0.1080481454925605,0.530495244934343
LH_Default_Temp_21,0.040709814421059906,0.813637407031351
LH_Default_Temp_22,0.06635556317237257,0.7006028449061881
LH_Default_PFC_1,0.1008157033789511,0.5585206565914043
LH_Default_PFC_2,0.0957469522570207,0.5785622195009182
LH_Default_PFC_3,0.15998883037336953,0.351296015235251
LH_Default_PFC_4,0.09564266941611722,0.5789779132867597
LH_Default_PFC_5,-0.40919661393744783,0.013208027679694128
LH_Default_PFC_6,0.08472144425188381,0.6232328715102836
LH_Default_PFC_7,0.09445640761157512,0.5837160080813089
LH_Default_PFC_8,0.33154371334103,0.04823104284695202
LH_Default_PFC_9,-0.36678223775599,0.027782020592514133
LH_Default_PFC_10,-0.3487993202833461,0.037076548333240436
LH_Default_PFC_11,0.12784773767742666,0.45743806736198
LH_Default_PFC_12,-0.14736108592100747,0.39108079749270896
LH_Default_PFC_13,-0.24671674054877837,0.1468938224669376
LH_Default_PFC_14,0.18903524968482446,0.26951709201403057
LH_Default_PFC_15,0.056819644791436745,0.7420405352701567
LH_Default_PFC_16,-0.03750872271087205,0.8280632982117998
LH_Default_PFC_17,-0.012050451728998915,0.9443898961093595
LH_Default_PFC_18,-0.13303313965637478,0.4392404818875737
LH_Default_PFC_19,0.011622198048736342,0.9463632912903306
LH_Default_PFC_20,-0.2600253487371406,0.12562776639157772
LH_Default_PFC_21,-0.0624049162985582,0.7176749049202659
LH_Default_PFC_22,-0.2168360585100961,0.20398548596137106
LH_Default_PFC_23,-0.11979749386523092,0.4864724281537799
LH_Default_PFC_24,-0.02596331313628227,0.8805221722771852
LH_Default_PFC_25,-0.1715683187261728,0.31705691097120653
LH_Default_PFC_26,0.19412419893379004,0.2565965177154973
LH_Default_PFC_27,-0.20135788674686395,0.23894860032369186
LH_Default_PFC_28,-0.24536497867249468,0.14919245417223823
LH_Default_PFC_29,0.03424961699704152,0.8428077361988109
LH_Default_PFC_30,-0.07967529367738438,0.6441415329891458
LH_Default_PFC_31,-0.0863319557026952,0.6166193325869885
LH_Default_PFC_32,-0.08215129932057469,0.6338473264021552
LH_Default_PFC_33,0.19359557746808423,0.25791919451215933
LH_Default_PFC_34,0.23346249824419754,0.17057366624079107
LH_Default_PFC_35,-0.058735975460836504,0.7336513525954267
